pm25,pm10,no2,o3,humidity,wind_speed,traffic_index,aqi_category
66.64989283355648,114.66815473584916,59.56823797437008,54.30868676439978,68.70079872672213,9.332048188465032,39.61355774113854,Moderate
100.7906847702346,174.97285872061076,41.947060111978814,63.042512479930366,75.16614686326618,0.5,27.421299433923632,Poor
88.14498383926681,164.4398988716932,49.338606454361,36.126936536820956,37.662748248576065,2.7393290302872364,29.63584080162087,Moderate
58.54223022896415,105.33589491739099,46.9956462914527,33.83605798849851,75.22378473682737,6.47960574595871,21.671640013068576,Satisfactory
76.16731659866814,127.5066953622218,41.55668686246671,54.946048455003194,60.09719226331075,5.114334601016454,5.918865132231563,Moderate
19.181649366076364,32.597856209911704,52.11823602640531,62.30563836625616,80.29261762039908,7.408773985811529,38.51780210656907,Good
84.87319846333699,121.21964981124965,24.850185825781466,51.49806656794129,56.922776565031974,12.451480563073988,17.909545204941452,Moderate
45.53074760134959,77.146902394838,58.6285263310959,36.241242439024695,52.943866612028685,8.953923245455723,26.988122009388988,Satisfactory
80.18811348532662,124.67707283651329,39.21734186057553,70.51509323165041,60.40581061033427,4.642718392882163,34.304609376809,Moderate
10.34793503912946,14.402019251163477,8.028570340353664,43.7589199273942,61.5279105956978,13.417764291137104,0.0,Good
83.24191344567919,148.49039568862796,36.00339188009807,46.52034502551662,50.05822797762397,2.284571053823236,2.0797664448476496,Moderate
50.18548519693985,80.60532972039316,51.483381437675604,27.951203354739803,52.55542903567074,8.887534035088398,25.503921350861958,Satisfactory
82.39541199015923,155.43523898690606,57.01532974085481,62.5419417277395,41.59686698229316,1.8396560999531824,36.818452234494835,Moderate
125.62096882135005,184.53815951139245,56.64514867413588,62.093019110079425,53.48032365314708,9.009271622922157,41.160574059737414,Very Poor
5.0,7.942010336915231,23.60362216651322,35.38360461915509,70.14465089996368,6.72549038442961,6.130282561861392,Good
32.91707168031101,51.64021228067751,50.3879168396183,74.6801684075534,57.939687391407844,12.328951646105471,39.549472266192225,Satisfactory
14.706613511799572,20.184352219272842,41.427214758526134,36.16587830352284,75.13597944070992,10.882757884776918,26.323955725254955,Good
93.0093868401632,144.69183537657776,34.69805414295178,57.93510558490016,57.218557985203894,5.651442672033348,16.752641323552844,Poor
51.37623647713221,75.65315604641077,27.24895080768312,55.64929207255308,38.52723003415029,4.884241436735035,20.271722159109437,Satisfactory
114.0293530810908,159.2069027867943,51.2632458547626,15.824832412922387,68.95912331334874,6.739613067871563,42.0278599806025,Poor
71.04372793562102,104.38407704497517,33.80373210774165,58.17942167627271,49.895652884498965,15.502285840137358,34.11008677628357,Moderate
7.295754142094406,10.505528580347113,48.30255767399933,55.51197155884443,56.49949066854698,14.476273924432324,30.754597841329808,Good
65.7801182170553,114.4866198719186,50.91200208258127,17.791543898375945,78.56358071226175,4.126927258525397,33.6524360821185,Moderate
49.395231151232394,65.12588872290107,73.75744347444004,74.36261048465768,42.586943104177294,11.200901352005392,43.9214666492429,Satisfactory
120.32753662654402,201.00446046354,48.69359521631561,54.37859508552852,62.47115681196578,1.0742742844109374,28.54350648895015,Very Poor
111.44110889306747,195.73480762930745,43.28496843180917,66.71257205142689,59.39222474946312,6.21063015577054,30.814783296813548,Poor
76.97121782133877,122.26370509556052,60.762464978262514,20.155614662121806,70.51388573155654,4.289742588550165,47.072561102067084,Moderate
43.33000848356251,80.54784212067096,46.41815907253617,39.27805545931895,72.82730048223034,12.277117830289765,25.02620063605262,Satisfactory
124.72468084023879,215.11620136411636,57.16579904864922,64.91752057727582,63.95758506373338,2.837129920846352,39.27210892921022,Very Poor
81.43455685097362,142.40902256801013,44.826276864605376,25.556753600278125,54.594380301294,9.717400941689888,22.444432789902876,Moderate
85.06241502454476,120.63212235646395,44.40214907924438,40.863230165112206,67.1005875603894,8.002840486263855,23.76198987882323,Moderate
43.16194643858469,76.24028437694905,43.5741741616849,50.09055589697522,80.03483845716843,7.298204681081959,28.43925364800545,Satisfactory
21.463780517173454,38.6188539431955,49.66983718673734,19.66316487253758,59.59065090540449,14.686331802977591,37.72909279480148,Good
58.978442687430125,89.45613288375768,58.4049588627597,28.98092199330754,55.9911582836546,15.038788769337245,47.91272943826603,Satisfactory
32.033842985492925,45.74489929330355,40.901190780796995,67.56675275195973,65.82255386501986,7.422428726188115,31.448178953081626,Satisfactory
19.75895068546041,30.251554320170914,18.09524742693595,48.780738033243544,60.58090530554418,6.6163347976000235,7.502446330146835,Good
119.07083685703807,207.63153180313785,70.23223640960796,69.66362967664405,39.93435864123302,1.9725067247873325,39.47169440300907,Poor
142.98471349796648,221.70972370718363,81.12455056413552,50.01344153723028,63.58996200596222,7.98296405104316,66.80763261218564,Very Poor
69.33805971174263,120.78628465192753,47.22461761054255,88.87873378121398,39.79856386854354,15.813213022983962,31.630032466010256,Moderate
36.027264522792194,49.290295734554185,19.964562341692428,53.45754230870483,65.61720969612668,7.4850586418883065,4.36848541230631,Satisfactory
92.59151876738913,165.1468834486638,52.72134688250395,69.4381122797432,48.04285913390149,10.915037132575119,32.54479334206277,Poor
47.279059547953366,68.64562437387316,56.58864094546676,44.198079040086355,60.55312206279519,2.410010704322943,29.95481095224241,Satisfactory
99.13751879973535,143.68569575926873,51.610146424653664,49.98916240767737,65.85890859298854,6.260900281065593,28.69336734956416,Poor
44.25840956143551,73.21352596302701,67.13574634818337,50.26635162360466,96.80855018915356,9.849861223210603,44.18114849965699,Satisfactory
105.60211746660264,141.72552116868476,60.91447935806045,57.88884699281882,71.14124942680387,8.423449592192211,50.67412179503586,Poor
91.75678492933815,120.731617319061,56.19537362594758,43.32073952498262,80.47198214613502,11.298669337642247,40.25378617801624,Poor
31.01100114355588,45.17115762937225,40.6166909620689,42.42592238929745,88.07621728040887,5.589312461765345,28.004128729933974,Satisfactory
100.77466478113733,163.54121044842412,63.052914779415936,54.06102861960917,67.33883875499167,1.0000458047053389,46.885181765544445,Poor
34.69330254599417,63.99421923960064,37.01402790807343,54.6618774314515,64.28534700400799,12.488360921289082,7.59255538178639,Satisfactory
90.56585609613248,163.73048874826347,40.8484731293218,35.824287362643055,43.99918336760676,4.255402842916366,19.25915818899008,Poor
83.5281434104206,133.16623577719417,51.85123991684506,51.724307072442244,58.250551013994084,10.026416110007936,20.930583320974055,Moderate
52.467164124068404,69.37372118183319,44.27397736931775,54.98087208938374,49.153684055462065,9.80342746595366,29.53574028102098,Satisfactory
97.88208762956873,158.68170696341073,47.38522951143594,34.55840419082583,53.984117248134204,1.3449872198720323,37.60101993730257,Poor
110.94395922742947,191.14283557672852,48.387403091000905,55.97691236505302,88.05995064288703,12.196501668960103,26.989305774940743,Poor
96.32632644647568,144.826508467862,35.71938368000184,53.847304820729384,61.719322637999845,5.733731221884123,16.409463082465876,Poor
123.94293337693585,169.38512034957296,62.742096868715095,85.58743843518548,46.861506334258365,8.220218487947847,44.62275427044195,Very Poor
47.49332613308587,69.67939516410519,45.20709555396862,43.48619694986032,80.61800182036957,6.567269744137774,26.468149166929592,Satisfactory
50.65661328848298,89.30524451005532,44.50326544494715,62.17583983177838,74.32913214356174,14.490366008931636,31.531933813065503,Satisfactory
92.2461959171821,139.36059911284258,56.005302946084754,53.06392309516211,75.11480238900594,13.373960832736252,38.266016182138614,Poor
54.73288048793616,97.81799616718733,55.31181199359315,82.83998350760649,29.90804695346408,0.7506616649171116,30.583164118844202,Satisfactory
32.77072788368589,48.88451657890149,56.19302954226356,27.604275765301455,89.23006436582229,17.035308487632754,30.649075421164355,Satisfactory
